from,to,requires,notes
rm_catacombs_to_hell_3[103821],rm_catacombs_to_hell_2[103808],,
rm_catacombs_to_hell_2[103808],rm_catacombs_to_hell_2[103816],,
rm_catacombs_to_hell_2[103808],rm_catacombs_to_hell_2[103807],Flying | (Jump{1} + Heavy_Ammo) | Jump{2},>R
rm_catacombs_to_hell_2[103816],rm_catacombs_to_hell_2[103808],,
rm_catacombs_to_hell_2[103816],rm_catacombs_to_hell_2[103807],Flying | (Jump{1} + Heavy_Ammo) | Jump{2},>R
rm_catacombs_to_hell_2[103807],rm_catacombs_to_hell_2[103808],Flying | (Jump{1} + Heavy_Ammo) | Jump{2},R>
rm_catacombs_to_hell_2[103807],rm_catacombs_to_hell_2[103816],Flying | (Jump{1} + Heavy_Ammo) | Jump{2},R>
rm_catacombs_to_hell_2[103816],rm_catacombs_to_hell_2_alt[112211],,
rm_catacombs_to_hell_2[103807],rm_catacombs_to_hell_1[103774],,
rm_catacombs_to_hell_2_alt[112211],rm_catacombs_to_hell_2_alt[112212],,
rm_catacombs_to_hell_2_alt[112211],rm_catacombs_to_hell_2_alt[112217],Charge_Jump | Jump{1},
rm_catacombs_to_hell_2_alt[112212],rm_catacombs_to_hell_2_alt[112211],,
rm_catacombs_to_hell_2_alt[112212],rm_catacombs_to_hell_2_alt[112217],Charge_Jump | Jump{1},
rm_catacombs_to_hell_2_alt[112217],rm_catacombs_to_hell_2_alt[112211],,
rm_catacombs_to_hell_2_alt[112217],rm_catacombs_to_hell_2_alt[112212],,
rm_catacombs_to_hell_2_alt[112217],rm_underhang_extra_0[112223],,
rm_catacombs_to_hell_1[103774],rm_catacombs_to_hell_1[103773],Jump{1},
rm_catacombs_to_hell_1[103773],rm_catacombs_to_hell_1[103774],Jump{1},
rm_catacombs_to_hell_1[103773],rm_catacombs_to_hell_0[103768],,
rm_catacombs_to_hell_0[103768],rm_catacombs_to_hell_0[103769],Jump{1},
rm_catacombs_to_hell_0[103769],rm_catacombs_to_hell_0[103768],,
rm_catacombs_to_hell_0[103769],rm_catacombs_to_hell[102545],,
rm_catacombs_to_hell[102545],rm_catacombs_to_hell[102544],Jump{2} | (Jump{1} + Heavy_Ammo),L>R
rm_catacombs_to_hell[102544],rm_catacombs_to_hell[102545],Jump{3} | (Jump{2} + Heavy_Ammo),R>L
rm_catacombs_to_hell[102544],rm_catacombs_alt_entry_tunnel[100706],,
rm_catacombs_alt_entry_tunnel[100706],rm_catacombs_alt_entry_tunnel[100705],,
rm_catacombs_alt_entry_tunnel[100705],rm_catacombs_alt_entry_tunnel[100706],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_core[112491],rm_underhang_core[112492],,
rm_underhang_core[112491],rm_underhang_core[112493],,
rm_underhang_core[112491],rm_underhang_core[112494],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112491],rm_underhang_core[112495],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112491],rm_underhang_core[112497],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112492],rm_underhang_core[112491],,
rm_underhang_core[112492],rm_underhang_core[112493],,
rm_underhang_core[112492],rm_underhang_core[112494],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112492],rm_underhang_core[112495],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112492],rm_underhang_core[112497],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112493],rm_underhang_core[112491],,
rm_underhang_core[112493],rm_underhang_core[112492],,
rm_underhang_core[112493],rm_underhang_core[112494],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112493],rm_underhang_core[112495],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112493],rm_underhang_core[112497],Jump{3} | (Jump{2} + (Heavy_Ammo | Charge_Jump)) | (Jump{1} + Heavy_Ammo + Charge_Jump),
rm_underhang_core[112494],rm_underhang_core[112491],,
rm_underhang_core[112494],rm_underhang_core[112492],,
rm_underhang_core[112494],rm_underhang_core[112493],,
rm_underhang_core[112494],rm_underhang_core[112495],,
rm_underhang_core[112494],rm_underhang_core[112497],Jump{1} | Heavy_Ammo | (Grenade + grenade_boost),
rm_underhang_core[112495],rm_underhang_core[112491],,
rm_underhang_core[112495],rm_underhang_core[112492],,
rm_underhang_core[112495],rm_underhang_core[112493],,
rm_underhang_core[112495],rm_underhang_core[112494],,
rm_underhang_core[112495],rm_underhang_core[112497],Jump{1} | Heavy_Ammo | (Grenade + grenade_boost),
rm_underhang_core[112497],rm_underhang_core[112491],,
rm_underhang_core[112497],rm_underhang_core[112492],,
rm_underhang_core[112497],rm_underhang_core[112493],,
rm_underhang_core[112497],rm_underhang_core[112494],,
rm_underhang_core[112497],rm_underhang_core[112495],,
rm_underhang_core[112492],rm_underhang_extra_1[112253],,
rm_underhang_core[112493],rm_underhang_core_1[112572],,
rm_underhang_core[112494],rm_underhang_b00[112536],,
rm_underhang_core[112495],rm_underhang_extra_2[112308],,
rm_underhang_core[112497],rm_underhang_core_2[112502],,
rm_underhang_extra_1[112253],Barrows Ceiling Fae Silver,Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_extra_2[112308],Barrows Ceiling TP UP,(Jump{3} + precise_movement) | (Jump{4} + Infinite_Grapple),
rm_underhang_b00[112536],rm_underhang_b00[112537],Jump{1},
rm_underhang_b00[112537],rm_underhang_b00[112536],Jump{1},
rm_underhang_b00[112537],rm_underhang_b01[112545],,
rm_underhang_b01[112545],rm_underhang_b01[112546],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b01[112546],rm_underhang_b01[112545],,
rm_underhang_b01[112546],rm_underhang_b02[112556],,
rm_underhang_b02[112556],rm_underhang_b02[112557],Charge_Jump | Jump{1} | Heavy_Ammo,
rm_underhang_b02[112557],rm_underhang_b02[112556],Charge_Jump | Jump{1} | Heavy_Ammo,
rm_underhang_b02[112557],rm_underhang_core_2[112503],,
rm_underhang_core_2[112503],e_rm_underhang_core_2_target,,
rm_underhang_core_2[112503],rm_underhang_core_2[112504],,
rm_underhang_core_2[112503],rm_underhang_core_2[112502],e_rm_underhang_core_2_target,
rm_underhang_core_2[112504],e_rm_underhang_core_2_target,,
rm_underhang_core_2[112504],rm_underhang_core_2[112503],,
rm_underhang_core_2[112504],rm_underhang_core_2[112502],e_rm_underhang_core_2_target,
rm_underhang_core_2[112502],rm_underhang_core_2[112503],e_rm_underhang_core_2_target,
rm_underhang_core_2[112502],rm_underhang_core_2[112504],e_rm_underhang_core_2_target,
rm_underhang_core_2[112504],rm_underhang_b10[112592],,
rm_underhang_b10[112592],rm_underhang_b10[112591],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b10[112591],rm_underhang_b10[112592],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b10[112591],rm_underhang_b11[112596],,
rm_underhang_b11[112596],rm_underhang_b11[112597],,
rm_underhang_b11[112597],rm_underhang_b11[112596],,
rm_underhang_b11[112597],rm_underhang_b12[112623],,
rm_underhang_b12[112623],rm_underhang_b12[112624],Jump{4} | (Jump{2} + Heavy_Ammo),
rm_underhang_b12[112624],rm_underhang_b12[112623],Jump{4} | (Jump{2} + Heavy_Ammo),
rm_underhang_b12[112624],rm_underhang_b13[112628],,
rm_underhang_b13[112628],rm_underhang_b13[112630],,
rm_underhang_b13[112628],rm_underhang_b13[112629],,
rm_underhang_b13[112630],rm_underhang_b13[112629],,
rm_underhang_b13[112630],rm_underhang_b13[112628],Jump{2} | (Jump{1} + (Heavy_Ammo | Charge_Jump)) | (Heavy_Ammo + Charge_Jump),>T
rm_underhang_b13[112629],rm_underhang_b13[112630],,
rm_underhang_b13[112629],rm_underhang_b13[112628],Jump{2} | (Jump{1} + (Heavy_Ammo | Charge_Jump)) | (Heavy_Ammo + Charge_Jump),>T
rm_underhang_b13[112630],rm_underhang_core_1[112573],,
rm_underhang_b13[112629],rm_underhang_core_3[112638],,
rm_underhang_core_1[112573],e_rm_underhang_core_1_target,,
rm_underhang_core_1[112573],rm_underhang_core_1[112572],e_rm_underhang_core_1_target,
rm_underhang_core_1[112572],rm_underhang_core_1[112573],e_rm_underhang_core_1_target,
rm_underhang_core_3[112638],rm_underhang_core_3[112640],,
rm_underhang_core_3[112640],rm_underhang_core_3[112638],,
rm_underhang_core_3[112640],rm_underhang_core_4[112715],,
rm_underhang_core_4[112715],rm_underhang_core_4[112716],,
rm_underhang_core_4[112715],rm_underhang_core_4[112719],,
rm_underhang_core_4[112716],rm_underhang_core_4[112715],,
rm_underhang_core_4[112716],rm_underhang_core_4[112719],,
rm_underhang_core_4[112719],rm_underhang_core_4[112715],Charge_Jump | Jump{1},B> includes jump from previous room
rm_underhang_core_4[112719],rm_underhang_core_4[112716],Charge_Jump | Jump{1},B> includes jump from previous room
rm_underhang_core_4[112716],rm_underhang_b20[112651],,
rm_underhang_core_4[112719],rm_underhang_extra_3_0[112385],,
rm_underhang_extra_3_0[112385],rm_underhang_extra_3_0[112391],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_extra_3_0[112391],rm_underhang_extra_3_0[112385],Jump{3} | (Jump{2} + Heavy_Ammo),
rm_underhang_extra_3_0[112391],rm_underhang_extra_3_1[112415],,
rm_underhang_extra_3_1[112415],rm_underhang_extra_3_1[112416],Charge_Jump | Jump{1} | Heavy_Ammo | (Grenade + grenade_boost),
rm_underhang_extra_3_1[112416],rm_underhang_extra_3_1[112415],Charge_Jump | Jump{2} | (Jump{1} + Heavy_Ammo) | (Grenade + grenade_boost),
rm_underhang_extra_3_1[112416],rm_underhang_b20[112652],,
rm_underhang_b20[112652],e_rm_underhang_b20_target,,
rm_underhang_b20[112652],rm_underhang_b20[112651],e_rm_underhang_b20_target + (Jump{1} | (Charge_Jump + Heavy_Ammo)),B>?
rm_underhang_b20[112652],rm_underhang_b20[112653],e_rm_underhang_b20_target + (Jump{1} | (Charge_Jump + Heavy_Ammo)),B>?
rm_underhang_b20[112652],Barrows Ceiling HP UP,,
rm_underhang_b20[112651],rm_underhang_b20[112653],(Jump{1} | Heavy_Ammo),L>R
rm_underhang_b20[112651],rm_underhang_b20[112652],e_rm_underhang_b20_target,
rm_underhang_b20[112651],Barrows Ceiling HP UP,e_rm_underhang_b20_target,
rm_underhang_b20[112653],rm_underhang_b20[112651],,
rm_underhang_b20[112653],rm_underhang_b20[112652],e_rm_underhang_b20_target,
rm_underhang_b20[112653],Barrows Ceiling HP UP,e_rm_underhang_b20_target,
rm_underhang_b20[112653],rm_underhang_b21[112685],,
rm_underhang_b21[112685],rm_underhang_b21[112687],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b21[112687],rm_underhang_b21[112685],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b21[112687],rm_underhang_b22[112705],,
rm_underhang_b22[112705],rm_underhang_b22[112706],,
rm_underhang_b22[112705],rm_underhang_b22[112707],Jump{1} | Charge_Jump,
rm_underhang_b22[112706],rm_underhang_b22[112705],,
rm_underhang_b22[112706],rm_underhang_b22[112707],Jump{1} | Charge_Jump,
rm_underhang_b22[112707],rm_underhang_b22[112705],,
rm_underhang_b22[112707],rm_underhang_b22[112706],,
rm_underhang_b22[112706],rm_underhang_b23[112711],,
rm_underhang_b22[112707],rm_underhang_b24[112723],,
rm_underhang_b24[112723],rm_underhang_b24[112724],,
rm_underhang_b24[112724],rm_underhang_b24[112723],,
rm_underhang_b24[112724],rm_underhang_core_5[112732],,
rm_underhang_b23[112711],rm_underhang_b23[112710],Jump{1} | Charge_Jump,
rm_underhang_b23[112710],rm_underhang_b23[112711],,
rm_underhang_b23[112710],rm_underhang_core_5[112733],,
rm_underhang_core_5[112732],rm_underhang_core_5[112733],,
rm_underhang_core_5[112732],rm_underhang_core_5[112728],,
rm_underhang_core_5[112732],rm_underhang_core_5[112738],Jump{1} | Charge_Jump,
rm_underhang_core_5[112733],rm_underhang_core_5[112732],,
rm_underhang_core_5[112733],rm_underhang_core_5[112728],,
rm_underhang_core_5[112733],rm_underhang_core_5[112738],Jump{1} | Charge_Jump,
rm_underhang_core_5[112728],rm_underhang_core_5[112732],,
rm_underhang_core_5[112728],rm_underhang_core_5[112733],,
rm_underhang_core_5[112728],rm_underhang_core_5[112738],Jump{1} | Charge_Jump,
rm_underhang_core_5[112738],rm_underhang_core_5[112732],,
rm_underhang_core_5[112738],rm_underhang_core_5[112733],,
rm_underhang_core_5[112738],rm_underhang_core_5[112728],,
rm_underhang_core_5[112738],rm_underhang_extra_4[112403],,
rm_underhang_core_5[112728],rm_underhang_b30[112760],,
rm_underhang_b30[112760],rm_underhang_b30[112762],,
rm_underhang_b30[112760],rm_underhang_b30[112761],e_rm_underhang_b30_target,
rm_underhang_b30[112760],rm_underhang_b30[112763],e_rm_underhang_b30_target,
rm_underhang_b30[112762],rm_underhang_b30[112760],,
rm_underhang_b30[112762],rm_underhang_b30[112761],e_rm_underhang_b30_target,
rm_underhang_b30[112762],rm_underhang_b30[112763],e_rm_underhang_b30_target,
rm_underhang_b30[112761],rm_underhang_b30[112763],,
rm_underhang_b30[112761],rm_underhang_b30[112760],e_rm_underhang_b30_target,
rm_underhang_b30[112761],rm_underhang_b30[112762],e_rm_underhang_b30_target,
rm_underhang_b30[112761],e_rm_underhang_b30_target,,
rm_underhang_b30[112763],rm_underhang_b30[112761],,
rm_underhang_b30[112763],rm_underhang_b30[112760],e_rm_underhang_b30_target,
rm_underhang_b30[112763],rm_underhang_b30[112762],e_rm_underhang_b30_target,
rm_underhang_b30[112763],e_rm_underhang_b30_target,,
rm_underhang_b30[112762],rm_underhang_b31[112773],,
rm_underhang_b30[112763],rm_underhang_b33[112802],,
rm_underhang_b30[112761],rm_underhang_core_6[112835],,
rm_underhang_b31[112773],rm_underhang_b31[112774],,
rm_underhang_b31[112774],rm_underhang_b31[112773],Jump{1} | Heavy_Ammo,
rm_underhang_b31[112774],rm_underhang_b32[112789],,
rm_underhang_b32[112789],rm_underhang_b32[112790],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b32[112790],rm_underhang_b32[112789],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_underhang_b32[112790],rm_underhang_b33[112801],,
rm_underhang_b33[112801],rm_underhang_b33[112802],Jump{1} | Heavy_Ammo | Charge_Jump,
rm_underhang_b33[112802],rm_underhang_b33[112801],,
rm_underhang_core_6[112835],rm_underhang_core_6[112825],,
rm_underhang_core_6[112825],rm_underhang_core_6[112835],,
rm_underhang_core_6[112825],rm_underhang_core_7[112847],,
rm_underhang_core_7[112847],e_rm_underhang_core_7_target,Jump{3} | (Charge_Jump + Jump{2}) | (Heavy_Ammo + Jump{1}),
rm_underhang_core_7[112847],rm_underhang_core_7[112844],,
rm_underhang_core_7[112847],rm_underhang_core_7[112840],e_rm_underhang_core_7_target + (Jump{3} | (Charge_Jump + Jump{2}) | (Heavy_Ammo + Jump{1})),
rm_underhang_core_7[112844],e_rm_underhang_core_7_target,Jump{3} | (Charge_Jump + Jump{2}) | (Heavy_Ammo + Jump{1}),
rm_underhang_core_7[112844],rm_underhang_core_7[112847],,
rm_underhang_core_7[112844],rm_underhang_core_7[112840],e_rm_underhang_core_7_target + (Jump{3} | (Charge_Jump + Jump{2}) | (Heavy_Ammo + Jump{1})),
rm_underhang_core_7[112840],rm_underhang_core_7[112847],e_rm_underhang_core_7_target,
rm_underhang_core_7[112840],rm_underhang_core_7[112844],e_rm_underhang_core_7_target,
rm_underhang_core_7[112844],rm_underhang_boss[112857],,
rm_underhang_boss[112857],rm_underhang_boss[112871],e_boss_famine,
rm_underhang_boss[112857],e_boss_famine,Jump{1},
rm_underhang_boss[112871],rm_underhang_boss[112857],e_boss_famine,
rm_underhang_boss[112871],rm_underhang_boss_after[112878],,
rm_underhang_boss_after[112878],Barrows Ceiling Incendiary Essence,,
rm_tea_intro_1[109453],rm_tea_intro_1[109454],Jump{3} | (Jump{2} + Heavy_Ammo),
rm_tea_intro_1[109454],rm_tea_intro_1[109453],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_tea_intro_1[109454],rm_lab_0[107640],,
rm_lab_0[107640],rm_lab_0[107643],,
rm_lab_0[107640],rm_lab_0[107639],,
rm_lab_0[107643],rm_lab_0[107640],,
rm_lab_0[107643],rm_lab_0[107639],,
rm_lab_0[107639],rm_lab_0[107640],,
rm_lab_0[107639],rm_lab_0[107643],,
rm_lab_0[107643],rm_lab_to_cat_0[110257],,
rm_lab_0[107639],rm_lab_1[107662],,
rm_lab_to_cat_0[110257],rm_lab_to_cat_0[110258],e_rm_lab_to_cat_0_target,
rm_lab_to_cat_0[110258],rm_lab_to_cat_0[110257],e_rm_lab_to_cat_0_target,
rm_lab_to_cat_0[110258],e_rm_lab_to_cat_0_target,,Hitting target is free with bolt dispenser
rm_lab_to_cat_0[110258],rm_lab_to_cat_4[110286],,
rm_lab_to_cat_4[110286],rm_lab_to_cat_4[110287],,
rm_lab_to_cat_4[110287],rm_lab_to_cat_4[110286],,
rm_lab_to_cat_4[110287],rm_lab_to_cat_5[110278],,
rm_lab_to_cat_5[110278],rm_lab_to_cat_5[110279],,
rm_lab_to_cat_5[110278],rm_lab_to_cat_5[110280],,
rm_lab_to_cat_5[110279],rm_lab_to_cat_5[110280],,
rm_lab_to_cat_5[110279],rm_lab_to_cat_5[110278],Jump{1} | Heavy_Ammo | Charge_Jump,
rm_lab_to_cat_5[110280],rm_lab_to_cat_5[110279],,
rm_lab_to_cat_5[110280],rm_lab_to_cat_5[110278],Jump{1} | Heavy_Ammo | Charge_Jump,
rm_lab_to_cat_5[110279],rm_lab_to_cat_6[110293],,
rm_lab_to_cat_5[110280],rm_lab_alt_intro_0[114699],,
rm_lab_alt_intro_0[114699],rm_lab_alt_intro_0[114698],,
rm_lab_alt_intro_0[114698],rm_lab_alt_intro_0[114699],,
rm_lab_1[107662],rm_lab_1[107661],,
rm_lab_1[107661],rm_lab_1[107662],,
rm_lab_1[107661],rm_lab_2[107684],,
rm_lab_2[107684],rm_lab_2[107683],Jump{1} | Heavy_Ammo,
rm_lab_2[107683],rm_lab_2[107684],Jump{1} | Heavy_Ammo,
rm_lab_2[107683],rm_lab_3[107696],,
rm_lab_3[107696],rm_lab_3[107695],Jump{1},
rm_lab_3[107695],rm_lab_3[107696],,
rm_lab_3[107695],rm_lab_4[107711],,
rm_lab_4[107711],rm_lab_4[107710],,
rm_lab_4[107710],rm_lab_4[107711],Jump{1} | Heavy_Ammo | (Grenade + grenade_boost),
rm_lab_4[107710],rm_lab_5[107721],,
rm_lab_5[107721],rm_lab_5[107720],Jump{1} | Heavy_Ammo,
rm_lab_5[107720],rm_lab_5[107721],Jump{1} | Heavy_Ammo,
rm_lab_5[107720],rm_lab_6[107738],,
rm_lab_6[107738],rm_lab_6[107737],,
rm_lab_6[107737],rm_lab_6[107738],Jump{1},
rm_lab_6[107737],rm_lab_entry_to_save[109674],,
rm_lab_entry_to_save[109674],rm_lab_entry_to_save[109675],e_rm_lab_upper_3_target,
rm_lab_entry_to_save[109674],rm_lab_entry_to_save[109673],Jump{1},
rm_lab_entry_to_save[109675],rm_lab_entry_to_save[109674],e_rm_lab_upper_3_target,
rm_lab_entry_to_save[109675],rm_lab_entry_to_save[109673],e_rm_lab_upper_3_target + (Jump{1}),
rm_lab_entry_to_save[109673],rm_lab_entry_to_save[109674],,
rm_lab_entry_to_save[109673],rm_lab_entry_to_save[109675],e_rm_lab_upper_3_target,
rm_lab_entry_to_save[109675],rm_lab_save[109947],,
rm_lab_entry_to_save[109673],rm_lab_7[109658],,
rm_lab_7[109658],rm_lab_7[109659],Jump{1},
rm_lab_7[109659],rm_lab_7[109658],,
rm_lab_7[109659],rm_lab_upper_w_3[109855],,
rm_lab_upper_w_3[109855],rm_lab_upper_w_3[109854],Jump{1} | Heavy_Ammo,
rm_lab_upper_w_3[109855],rm_lab_upper_w_3[109853],e_rm_lab_upper_w_3_target,
rm_lab_upper_w_3[109854],rm_lab_upper_w_3[109855],,
rm_lab_upper_w_3[109854],rm_lab_upper_w_3[109853],e_rm_lab_upper_w_3_target,
rm_lab_upper_w_3[109853],rm_lab_upper_w_3[109855],e_rm_lab_upper_w_3_target,
rm_lab_upper_w_3[109853],rm_lab_upper_w_3[109854],e_rm_lab_upper_w_3_target + (Jump{1} | Heavy_Ammo),
rm_lab_upper_w_3[109853],e_rm_lab_upper_w_3_target,,
rm_lab_upper_w_3[109853],rm_lab_upper_w_2[109841],,
rm_lab_upper_w_3[109854],rm_lab_upper_w_4[109876],,
rm_lab_upper_w_4[109876],rm_lab_upper_w_4[109877],,
rm_lab_upper_w_4[109877],rm_lab_upper_w_4[109876],,
rm_lab_upper_w_4[109877],rm_lab_upper_w_5[109892],,
rm_lab_upper_w_5[109892],rm_lab_upper_w_5[109893],Jump{1} | Heavy_Ammo,
rm_lab_upper_w_5[109893],rm_lab_upper_w_5[109892],,
rm_lab_upper_w_5[109893],rm_lab_upper_5[109804],,
rm_lab_upper_5[109804],rm_lab_upper_5[109803],Jump{3} | (Jump{2} + Heavy_Ammo),
rm_lab_upper_5[109803],rm_lab_upper_5[109804],,
rm_lab_upper_5[109803],rm_lab_upper_4[109770],,
rm_lab_upper_4[109770],rm_lab_upper_4[109769],,
rm_lab_upper_4[109769],rm_lab_upper_4[109770],,
rm_lab_upper_4[109769],rm_lab_upper_3[109735],,
rm_lab_upper_3[109735],e_rm_lab_upper_3_target,,
rm_lab_upper_3[109735],rm_lab_upper_3[109734],e_rm_lab_upper_3_target,
rm_lab_upper_3[109734],rm_lab_upper_3[109735],e_rm_lab_upper_3_target,
rm_lab_upper_3[109734],rm_lab_upper_2[109707],,
rm_lab_upper_2[109707],rm_lab_upper_2[109708],,
rm_lab_upper_2[109708],rm_lab_upper_2[109707],Jump{1} | Heavy_Ammo,
rm_lab_upper_2[109708],rm_lab_upper_w_2[109842],,
rm_lab_upper_w_2[109842],rm_lab_upper_w_2[109841],,
rm_lab_upper_w_2[109841],rm_lab_upper_w_2[109842],Jump{1} | Heavy_Ammo | Charge_Jump,
rm_lab_save[109947],rm_lab_save[109948],,
rm_lab_save[109947],rm_lab_save[109949],,
rm_lab_save[109947],rm_lab_save[109950],e_rm_lab_main_left_1_target + (Jump{1} | Heavy_Ammo),>TR
rm_lab_save[109947],rm_lab_save[109969],,
rm_lab_save[109947],rm_lab_save[109970],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109948],rm_lab_save[109947],,
rm_lab_save[109948],rm_lab_save[109949],,
rm_lab_save[109948],rm_lab_save[109950],e_rm_lab_main_left_1_target + (Jump{1} | Heavy_Ammo),>TR
rm_lab_save[109948],rm_lab_save[109969],,
rm_lab_save[109948],rm_lab_save[109970],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109949],rm_lab_save[109947],,
rm_lab_save[109949],rm_lab_save[109948],,
rm_lab_save[109949],rm_lab_save[109950],e_rm_lab_main_left_1_target + (Jump{1} | Heavy_Ammo),>TR
rm_lab_save[109949],rm_lab_save[109969],,
rm_lab_save[109949],rm_lab_save[109970],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109950],rm_lab_save[109947],e_rm_lab_main_left_1_target,
rm_lab_save[109950],rm_lab_save[109948],e_rm_lab_main_left_1_target,
rm_lab_save[109950],rm_lab_save[109949],e_rm_lab_main_left_1_target,
rm_lab_save[109950],rm_lab_save[109969],e_rm_lab_main_left_1_target,
rm_lab_save[109950],rm_lab_save[109970],e_rm_lab_main_left_1_target + e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109969],rm_lab_save[109947],,
rm_lab_save[109969],rm_lab_save[109948],,
rm_lab_save[109969],rm_lab_save[109949],,
rm_lab_save[109969],rm_lab_save[109950],e_rm_lab_main_left_1_target + (Jump{1} | Heavy_Ammo),>TR
rm_lab_save[109969],rm_lab_save[109970],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109970],rm_lab_save[109947],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109970],rm_lab_save[109948],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109970],rm_lab_save[109949],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109970],rm_lab_save[109950],e_rm_lab_main_left_1_target + e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big + (Jump{1} | Heavy_Ammo),>TR
rm_lab_save[109970],rm_lab_save[109969],e_rm_lab_bleft_5_target + e_rm_lab_red_7_target + e_rm_lab_save_right_6_target_big,
rm_lab_save[109948],rm_lab_left_3[109922],,
rm_lab_save[109949],rm_lab_red_3[110668],,
rm_lab_save[109950],rm_lab_save_right_0[110003],,
rm_lab_save[109969],rm_lab_save_right_6[110545],,
rm_lab_save[109970],rm_lab_to_boss_0[110333],,
rm_lab_left_3[109922],rm_lab_left_3[109921],Jump{1} | Heavy_Ammo | Charge_Jump,
rm_lab_left_3[109921],rm_lab_left_3[109922],,
rm_lab_left_3[109921],rm_lab_left_2[109912],,
rm_lab_left_2[109912],rm_lab_left_2[109914],,
rm_lab_left_2[109914],rm_lab_left_2[109912],,
rm_lab_left_2[109914],rm_lab_main_left_7[110244],,
rm_lab_main_left_7[110244],rm_lab_main_left_7[110245],Grenade,bricked
rm_lab_main_left_7[110244],rm_lab_main_left_7[110243],,
rm_lab_main_left_7[110244],rm_lab_main_left_7[110253],e_spirella_defeated,
rm_lab_main_left_7[110245],rm_lab_main_left_7[110244],Grenade,bricked
rm_lab_main_left_7[110245],rm_lab_main_left_7[110243],Grenade,bricked
rm_lab_main_left_7[110245],rm_lab_main_left_7[110253],e_spirella_defeated + Grenade,bricked
rm_lab_main_left_7[110243],rm_lab_main_left_7[110244],,
rm_lab_main_left_7[110243],rm_lab_main_left_7[110245],Grenade,bricked
rm_lab_main_left_7[110243],rm_lab_main_left_7[110253],e_spirella_defeated,
rm_lab_main_left_7[110253],rm_lab_main_left_7[110244],e_spirella_defeated,
rm_lab_main_left_7[110253],rm_lab_main_left_7[110245],e_spirella_defeated + Grenade,bricked
rm_lab_main_left_7[110253],rm_lab_main_left_7[110243],e_spirella_defeated,
rm_lab_main_left_7[110245],rm_lab_red_0[110605],,
rm_lab_main_left_7[110243],rm_lab_main_left_8[110238],,
rm_lab_main_left_7[110253],rm_lab_orange_0[110861],,
rm_lab_orange_0[110861],e_rm_lab_orange_0_target,,
rm_lab_main_left_8[110238],rm_lab_main_left_8[110237],,
rm_lab_main_left_8[110237],rm_lab_main_left_8[110238],,
rm_lab_main_left_8[110237],rm_lab_main_left_6[110202],,110202:R  110198:TR  110201:L  110197:TL
rm_lab_main_left_6[110202],rm_lab_main_left_6[110198],,
